data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
,None,اسم,خَوْفٌ,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,ولا,اسم,وَلَا,,
هُمْ,,اسم,هم,,
يَحْزَنُونَ,يحزنون,,,حزن,جذر
وَالَّذِينَ,,اسم,والذين,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
وَكَذَّبُوا,وكذبوا,,,كبو,جذر
بِآيَاتِنَا,باياتنا,,,بيت,جذر
أُولَٰئِكَ,,اسم,اوليك,,
أَصْحَابُ,اصحاب,,,صحب,جذر
النَّارِ,النار,اسم,النَّارِ,,
هُمْ,,اسم,هم,,
,فيها,حرف_جر,فِيهَا,,
,خالدون,اسم,خَالِدُونَ,,
,يا,حرف,يَا,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
اذْكُرُوا,اذكروا,,,كرو,جذر
نِعْمَتِيَ,نعمتي,,,عتي,جذر
الَّتِي,,اسم,الَّتِي,,
أَنْعَمْتُ,انعمت,,,عمت,جذر
,عليكم,حرف_جر,عَلَيْكُمْ,,
,واوفوا,اسم,وَأَوْفُوا,,
بِعَهْدِي,بعهدي,,,بدي,جذر
أُوفِ,اوف,,,,
بِعَهْدِكُمْ,بعهدكم,,,بعد,جذر
وَإِيَّايَ,واياي,,,,
فَارْهَبُونِ,فارهبون,,,بون,جذر
وَآمِنُوا,وامنوا,,,منو,جذر
,بما,حرف_جر,بِمَا,,
,انزلت,اسم,أَنْزَلْتُ,,
,None,اسم,مُصَدِّقًا,,
لِمَا,لما,,,,
مَعَكُمْ,معكم,,,عكم,جذر
,ولا,حرف,وَلَا,,
تَكُونُوا,تكونوا,,,كنو,جذر
أَوَّلَ,اول,,,,
,None,اسم,كَافِرٍ,,
,به,حرف_جر,بِهِ,,
,ولا,اسم,وَلَا,,
تَشْتَرُوا,تشتروا,,,شتر,جذر
بِآيَاتِي,باياتي,,,بيت,جذر
,None,اسم,ثَمَنًا,,
,None,اسم,قَلِيلًا,,
وَإِيَّايَ,واياي,,,,
فَاتَّقُونِ,فاتقون,,,فتق,جذر
,ولا,حرف,وَلَا,,
تَلْبِسُوا,تلبسوا,,,تبو,جذر
الْحَقَّ,,اسم,الْحَقَّ,لحق,جذر
بِالْبَاطِلِ,بالباطل,,,بطل,جذر
وَتَكْتُمُوا,وتكتموا,,,كتم,جذر
الْحَقَّ,,اسم,الْحَقَّ,لحق,جذر
,وانتم,حرف,وَأَنْتُمْ,,
تَعْلَمُونَ,تعلمون,,,تعل,جذر
وَأَقِيمُوا,واقيموا,,,قمو,جذر
الصَّلَاةَ,,اسم,الصَّلَاةَ,,
وَآتُوا,واتوا,,,,
الزَّكَاةَ,,اسم,الزَّكَاةَ,,
وَارْكَعُوا,واركعوا,,,كعو,جذر
مَعَ,مع,,,,
الرَّاكِعِينَ,الراكعين,اسم,الرَّاكِعِينَ,عين,جذر
أَتَأْمُرُونَ,اتامرون,,,تمر,جذر
النَّاسَ,الناس,اسم,النَّاسَ,,
بِالْبِرِّ,بالبر,,,,
وَتَنْسَوْنَ,وتنسون,,,تنن,جذر
أَنْفُسَكُمْ,انفسكم,,,نسك,جذر
,وانتم,حرف,وَأَنْتُمْ,,
تَتْلُونَ,تتلون,,,تلو,جذر
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,كتب,جذر
أَفَلَا,افلا,,,,
تَعْقِلُونَ,تعقلون,,,تعل,جذر
وَاسْتَعِينُوا,واستعينوا,,,تعي,جذر
بِالصَّبْرِ,بالصبر,,,بصر,جذر
وَالصَّلَاةِ,والصلاه,,,وصل,جذر
,وانها,حرف,وَإِنَّهَا,,
,None,اسم,لَكَبِيرَةٌ,,
,الا,حرف,إِلَّا,,
,علي,حرف_جر,عَلَى,,
,الخاشعين,اسم,الْخَاشِعِينَ,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
يَظُنُّونَ,يظنون,,,ظنن,جذر
أَنَّهُمْ,انهم,,,نهم,جذر
مُلَاقُو,ملاقو,,,لقو,جذر
رَبِّهِمْ,ربهم,,,,
وَأَنَّهُمْ,وانهم,,,نهم,جذر
,اليه,حرف_جر,إِلَيْهِ,,
,راجعون,اسم,رَاجِعُونَ,,
,يا,حرف,يَا,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
اذْكُرُوا,اذكروا,,,كرو,جذر
نِعْمَتِيَ,نعمتي,,,عتي,جذر
الَّتِي,,اسم,الَّتِي,,
أَنْعَمْتُ,انعمت,,,عمت,جذر
,عليكم,حرف_جر,عَلَيْكُمْ,,
,واني,اسم,وَأَنِّي,,
فَضَّلْتُكُمْ,فضلتكم,,,فتك,جذر
,علي,حرف_جر,عَلَى,,
,العالمين,اسم,الْعَالَمِينَ,,
وَاتَّقُوا,واتقوا,,,,
,None,اسم,يَوْمًا,,
,لا,حرف,لَا,,
تَجْزِي,تجزي,,,جزي,جذر
,None,اسم,نَفْسٌ,,
,عن,حرف_جر,عَنْ,,
,None,اسم,نَفْسٍ,,
,None,اسم,شَيْئًا,,
,ولا,حرف,وَلَا,,
يُقْبَلُ,يقبل,,,قبل,جذر
,منها,حرف_جر,مِنْهَا,,
,None,اسم,شَفَاعَةٌ,,
,ولا,حرف,وَلَا,,
يُؤْخَذُ,يوخذ,,,,
,منها,حرف_جر,مِنْهَا,,
,None,اسم,عَدْلٌ,,
,ولا,حرف,وَلَا,,
هُمْ,,اسم,هم,,
يُنْصَرُونَ,ينصرون,,,صرو,جذر
,واذ,حرف,وَإِذْ,,
نَجَّيْنَاكُمْ,نجيناكم,,,نجم,جذر
,,فعل,مِنْ,,
آلِ,ال,,,,
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
يَسُومُونَكُمْ,يسومونكم,,,مون,جذر
سُوءَ,سوء,,,سوء,جذر
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,عذب,جذر
يُذَبِّحُونَ,يذبحون,,,بون,جذر
أَبْنَاءَكُمْ,ابناءكم,,,بكم,جذر
وَيَسْتَحْيُونَ,ويستحيون,,,حين,جذر
نِسَاءَكُمْ,نساءكم,,,نءم,جذر
,وفي,حرف_جر,وَفِي,,
ذَٰلِكُمْ,,اسم,ذلكم,لكم,جذر
,None,اسم,بَلَاءٌ,,
,,فعل,مِنْ,,
رَبِّكُمْ,ربكم,,,بكم,جذر
,None,اسم,عَظِيمٌ,,
,واذ,حرف,وَإِذْ,,
فَرَقْنَا,فرقنا,,,فرق,جذر
بِكُمُ,بكم,,,بكم,جذر
الْبَحْرَ,البحر,اسم,الْبَحْرَ,بحر,جذر
فَأَنْجَيْنَاكُمْ,فانجيناكم,,,فجم,جذر
وَأَغْرَقْنَا,واغرقنا,,,غرق,جذر
,ال,فعل,,,
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
,وانتم,حرف,وَأَنْتُمْ,,
تَنْظُرُونَ,تنظرون,,,تنن,جذر
,واذ,حرف,وَإِذْ,,
وَاعَدْنَا,واعدنا,,,عدن,جذر
مُوسَىٰ,,اسم,موسي,,
أَرْبَعِينَ,,اسم,اربعين,بعي,جذر
,None,اسم,لَيْلَةً,,
ثُمَّ,,اسم,ثم,,
اتَّخَذْتُمُ,اتخذتم,,,تخذ,جذر
الْعِجْلَ,العجل,اسم,الْعِجْلَ,عجل,جذر
,,فعل,مِنْ,,
بَعْدِهِ,بعده,,,بده,جذر
,وانتم,حرف,وَأَنْتُمْ,,
ظَالِمُونَ,ظالمون,,,ظلم,جذر
ثُمَّ,,اسم,ثم,,
عَفَوْنَا,عفونا,,,عفن,جذر
,عنكم,حرف_جر,عَنْكُمْ,,
,,فعل,مِنْ,,
بَعْدِ,بعد,,,بعد,جذر
ذَٰلِكَ,,اسم,ذلك,,
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تَشْكُرُونَ,تشكرون,,,شرن,جذر
,واذ,حرف,وَإِذْ,,
آتَيْنَا,اتينا,,,,
مُوسَى,,اسم,موسي,,
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,كتب,جذر
وَالْفُرْقَانَ,والفرقان,,,فرق,جذر
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تَهْتَدُونَ,تهتدون,,,تهن,جذر
,واذ,حرف,وَإِذْ,,
,قال,فعل,,,
مُوسَىٰ,,اسم,موسي,,
لِقَوْمِهِ,لقومه,,,قمه,جذر
,يا,حرف,يَا,,
قَوْمِ,,اسم,قوم,قوم,جذر
إِنَّكُمْ,انكم,,,,
ظَلَمْتُمْ,ظلمتم,,,ظلم,جذر
أَنْفُسَكُمْ,انفسكم,,,نسك,جذر
بِاتِّخَاذِكُمُ,باتخاذكم,,,بتك,جذر
الْعِجْلَ,العجل,اسم,الْعِجْلَ,عجل,جذر
فَتُوبُوا,فتوبوا,,,تبو,جذر
إِلَىٰ,الي,,,,
بَارِئِكُمْ,باريكم,,,برك,جذر
فَاقْتُلُوا,فاقتلوا,,,تلو,جذر
أَنْفُسَكُمْ,انفسكم,,,نسك,جذر
ذَٰلِكُمْ,,اسم,ذلكم,لكم,جذر
,None,اسم,خَيْرٌ,,
,لكم,حرف_جر,لَكُمْ,,
عِنْدَ,,اسم,عند,عند,جذر
بَارِئِكُمْ,باريكم,,,برك,جذر
فَتَابَ,فتاب,,,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,انه,اسم,إِنَّهُ,,
هُوَ,,اسم,هو,,
التَّوَّابُ,,اسم,التَّوَّابُ,توب,جذر
الرَّحِيمُ,,اسم,الرَّحِيمُ,لحم,جذر
,واذ,حرف,وَإِذْ,,
قُلْتُمْ,قلتم,,,قتم,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
,لن,حرف,لَنْ,,
نُؤْمِنَ,نومن,,,,
,لك,حرف_جر,لَكَ,,
,حتي,اسم,حَتَّىٰ,,
نَرَى,نري,,,,
اللَّهَ,,اسم,اللَّهَ,,
,None,اسم,جَهْرَةً,,
فَأَخَذَتْكُمُ,فاخذتكم,,,ختم,جذر
الصَّاعِقَةُ,الصاعقه,اسم,الصَّاعِقَةُ,صعق,جذر
,وانتم,حرف,وَأَنْتُمْ,,
تَنْظُرُونَ,تنظرون,,,تنن,جذر
ثُمَّ,,اسم,ثم,,
بَعَثْنَاكُمْ,بعثناكم,,,بعث,جذر
,,فعل,مِنْ,,
بَعْدِ,بعد,,,بعد,جذر
مَوْتِكُمْ,موتكم,,,متك,جذر
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تَشْكُرُونَ,تشكرون,,,شرن,جذر
وَظَلَّلْنَا,وظللنا,,,ظلل,جذر
عَلَيْكُمُ,عليكم,,,عكم,جذر
الْغَمَامَ,الغمام,اسم,الْغَمَامَ,غمم,جذر
وَأَنْزَلْنَا,وانزلنا,,,نزل,جذر
عَلَيْكُمُ,عليكم,,,عكم,جذر
الْمَنَّ,المن,اسم,الْمَنَّ,,
وَالسَّلْوَىٰ,والسلوي,,,وسل,جذر
كُلُوا,كلوا,,,كلو,جذر
,,فعل,مِنْ,,
طَيِّبَاتِ,طيبات,,,طيب,جذر
مَا,,اسم,ما,,
رَزَقْنَاكُمْ,رزقناكم,,,قنم,جذر
,وما,حرف,وَمَا,,
ظَلَمُونَا,ظلمونا,,,ظلم,جذر
,ولكن,حرف,وَلَٰكِنْ,,
كَانُوا,كانوا,,,كنو,جذر
أَنْفُسَهُمْ,انفسهم,,,فهم,جذر
يَظْلِمُونَ,يظلمون,,,ظلم,جذر
,واذ,حرف,وَإِذْ,,
قُلْنَا,قلنا,,,,
ادْخُلُوا,ادخلوا,,,خلو,جذر
هَٰذِهِ,,اسم,هذه,,
الْقَرْيَةَ,القريه,اسم,الْقَرْيَةَ,قري,جذر
فَكُلُوا,فكلوا,,,فلو,جذر
,منها,حرف_جر,مِنْهَا,,
حَيْثُ,,اسم,حيث,,
شِئْتُمْ,شيتم,,,شتم,جذر
,None,اسم,رَغَدًا,,
وَادْخُلُوا,وادخلوا,,,ودل,جذر
الْبَابَ,الباب,اسم,الْبَابَ,لبب,جذر
,None,اسم,سُجَّدًا,,
وَقُولُوا,وقولوا,,,قلو,جذر
,None,اسم,حِطَّةٌ,,
نَغْفِرْ,نغفر,,,غفر,جذر
,لكم,حرف_جر,لَكُمْ,,
,خطاياكم,اسم,خَطَايَاكُمْ,,
وَسَنَزِيدُ,وسنزيد,,,وزي,جذر
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ,حسن,جذر
فَبَدَّلَ,فبدل,,,بدل,جذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
ظَلَمُوا,ظلموا,,,ظلم,جذر
,None,اسم,قَوْلًا,,
,غير,حرف,غَيْرَ,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
قِيلَ,قيل,,,قيل,جذر
,لهم,حرف_جر,لَهُمْ,,
,فانزلنا,اسم,فَأَنْزَلْنَا,,
,علي,حرف_جر,عَلَى,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
ظَلَمُوا,ظلموا,,,ظلم,جذر
,None,اسم,رِجْزًا,,
مِنَ,,اسم,من,,
السَّمَاءِ,السماء,اسم,السَّمَاءِ,لسم,جذر
,بما,حرف_جر,بِمَا,,
,كانوا,اسم,كَانُوا,,
يَفْسُقُونَ,يفسقون,,,فسق,جذر
وَإِذِ,واذ,,,,
اسْتَسْقَىٰ,استسقي,,,,
مُوسَىٰ,,اسم,موسي,,
لِقَوْمِهِ,لقومه,,,قمه,جذر
فَقُلْنَا,فقلنا,,,,
,اضرب,فعل,اضْرِبْ,,
بِعَصَاكَ,بعصاك,,,بعص,جذر
الْحَجَرَ,,اسم,الْحَجَرَ,حجر,جذر
فَانْفَجَرَتْ,فانفجرت,,,فجر,جذر
,منه,حرف_جر,مِنْهُ,,
,اثنتا,اسم,اثْنَتَا,,
عَشْرَةَ,,اسم,عشره,عشر,جذر
,None,اسم,عَيْنًا,,
,قد,حرف,قَدْ,,
,علم,فعل,,,
كُلُّ,كل,,,,
,None,اسم,أُنَاسٍ,,
مَشْرَبَهُمْ,مشربهم,,,شبم,جذر
كُلُوا,كلوا,,,كلو,جذر
وَاشْرَبُوا,واشربوا,,,شبو,جذر
,,فعل,مِنْ,,
رِزْقِ,رزق,,,رزق,جذر
اللَّهِ,,اسم,اللَّهِ,,
,ولا,حرف,وَلَا,,
تَعْثَوْا,تعثوا,,,عثو,جذر
,في,حرف_جر,فِي,,
,الارض,اسم,الْأَرْضِ,,
مُفْسِدِينَ,مفسدين,,,فدي,جذر
,واذ,حرف,وَإِذْ,,
قُلْتُمْ,قلتم,,,قتم,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
,لن,حرف,لَنْ,,
نَصْبِرَ,نصبر,,,صبر,جذر
,علي,حرف_جر,عَلَىٰ,,
,None,اسم,طَعَامٍ,,
,None,اسم,وَاحِدٍ,,
فَادْعُ,فادع,,,فدع,جذر
,لنا,حرف_جر,لَنَا,,
,ربك,اسم,رَبَّكَ,,
يُخْرِجْ,يخرج,,,خرج,جذر
,لنا,حرف_جر,لَنَا,,
,مما,اسم,مِمَّا,,
تُنْبِتُ,تنبت,,,نبت,جذر
الْأَرْضُ,الارض,اسم,الْأَرْضُ,,
,,فعل,مِنْ,,
بَقْلِهَا,بقلها,,,بقل,جذر
وَقِثَّائِهَا,وقثايها,,,وقه,جذر
وَفُومِهَا,وفومها,,,فوه,جذر
وَعَدَسِهَا,وعدسها,,,عدس,جذر
وَبَصَلِهَا,وبصلها,,,بله,جذر
,قال,فعل,,,
أَتَسْتَبْدِلُونَ,اتستبدلون,,,بدل,جذر
الَّذِي,,اسم,الَّذِي,لذي,جذر
هُوَ,,اسم,هو,,
أَدْنَىٰ,ادني,,,,
بِالَّذِي,,اسم,بالذي,بلي,جذر
هُوَ,,اسم,هو,,
,None,اسم,خَيْرٌ,,
اهْبِطُوا,اهبطوا,,,هبط,جذر
,None,اسم,مِصْرًا,,
,فان,حرف,فَإِنَّ,,
,لكم,حرف_جر,لَكُمْ,,
مَا,,اسم,ما,,
سَأَلْتُمْ,سالتم,,,لتم,جذر
وَضُرِبَتْ,وضربت,,,ضرب,جذر
عَلَيْهِمُ,عليهم,,,علم,جذر
الذِّلَّةُ,الذله,اسم,الذِّلَّةُ,,
وَالْمَسْكَنَةُ,والمسكنه,,,لسن,جذر
وَبَاءُوا,وباءوا,,,بءو,جذر
,None,اسم,بِغَضَبٍ,,
مِنَ,,اسم,من,,
اللَّهِ,,اسم,اللَّهِ,,
ذَٰلِكَ,,اسم,ذلك,,
بِأَنَّهُمْ,بانهم,,,نهم,جذر
كَانُوا,كانوا,,,كنو,جذر
يَكْفُرُونَ,يكفرون,,,كرو,جذر
بِآيَاتِ,بايات,,,بيت,جذر
اللَّهِ,,اسم,اللَّهِ,,
وَيَقْتُلُونَ,ويقتلون,,,تلو,جذر
النَّبِيِّينَ,النبيين,اسم,النَّبِيِّينَ,بين,جذر
بِغَيْرِ,بغير,,,بغر,جذر
الْحَقِّ,,اسم,الْحَقِّ,لحق,جذر
ذَٰلِكَ,,اسم,ذلك,,
,بما,حرف_جر,بِمَا,,
,عصوا,اسم,عَصَوْا,,
وَكَانُوا,وكانوا,,,كنو,جذر
يَعْتَدُونَ,يعتدون,,,عتد,جذر
,ان,حرف,إِنَّ,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
وَالَّذِينَ,,اسم,والذين,لذي,جذر
هَادُوا,هادوا,,,,
وَالنَّصَارَىٰ,والنصاري,,,نصر,جذر
وَالصَّابِئِينَ,والصابيين,,,بين,جذر
,,فعل,مَنْ,,
آمَنَ,امن,,,,
بِاللَّهِ,بالله,,,بلل,جذر
وَالْيَوْمِ,واليوم,,,لوم,جذر
الْآخِرِ,,اسم,الْآخِرِ,,
وَعَمِلَ,وعمل,,,عمل,جذر
,None,اسم,صَالِحًا,,
فَلَهُمْ,فلهم,,,فهم,جذر
أَجْرُهُمْ,اجرهم,,,جرم,جذر
عِنْدَ,,اسم,عند,عند,جذر
رَبِّهِمْ,ربهم,,,,
,ولا,حرف,وَلَا,,
,None,اسم,خَوْفٌ,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,ولا,اسم,وَلَا,,
هُمْ,,اسم,هم,,
يَحْزَنُونَ,يحزنون,,,حزن,جذر
,واذ,حرف,وَإِذْ,,
أَخَذْنَا,اخذنا,,,,
مِيثَاقَكُمْ,ميثاقكم,,,ثكم,جذر
وَرَفَعْنَا,ورفعنا,,,ورع,جذر
فَوْقَكُمُ,فوقكم,,,فقم,جذر
الطُّورَ,,اسم,الطُّورَ,طور,جذر
خُذُوا,خذوا,,,خذو,جذر
مَا,,اسم,ما,,
آتَيْنَاكُمْ,اتيناكم,,,تنم,جذر
,None,اسم,بِقُوَّةٍ,,
وَاذْكُرُوا,واذكروا,,,كرو,جذر
مَا,,اسم,ما,,
,فيه,حرف_جر,فِيهِ,,
,لعلكم,اسم,لَعَلَّكُمْ,,
تَتَّقُونَ,تتقون,,,,
ثُمَّ,,اسم,ثم,,
تَوَلَّيْتُمْ,توليتم,,,تلي,جذر
,,فعل,مِنْ,,
بَعْدِ,بعد,,,بعد,جذر
ذَٰلِكَ,,اسم,ذلك,,
فَلَوْلَا,فلولا,,,فلل,جذر
فَضْلُ,,اسم,فضل,فضل,جذر
اللَّهِ,,اسم,اللَّهِ,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,ورحمته,اسم,وَرَحْمَتُهُ,,
لَكُنْتُمْ,لكنتم,,,كتم,جذر
مِنَ,,اسم,من,,
الْخَاسِرِينَ,الخاسرين,اسم,الْخَاسِرِينَ,لخن,جذر
وَلَقَدْ,ولقد,,,وقد,جذر
عَلِمْتُمُ,علمتم,,,عتم,جذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
اعْتَدَوْا,اعتدوا,,,عتد,جذر
,منكم,حرف_جر,مِنْكُمْ,,
,في,اسم,فِي,,
السَّبْتِ,السبت,اسم,السَّبْتِ,لبت,جذر
فَقُلْنَا,فقلنا,,,,
,لهم,حرف_جر,لَهُمْ,,
,كونوا,اسم,كُونُوا,,
,None,اسم,قِرَدَةً,,
خَاسِئِينَ,خاسيين,,,,
فَجَعَلْنَاهَا,فجعلناها,,,جعل,جذر
,None,اسم,نَكَالًا,,
لِمَا,لما,,,,
بَيْنَ,,اسم,بين,بين,جذر
يَدَيْهَا,يديها,,,يدي,جذر
,وما,حرف,وَمَا,,
خَلْفَهَا,خلفها,,,خلف,جذر
,None,اسم,وَمَوْعِظَةً,,
لِلْمُتَّقِينَ,للمتقين,,,قين,جذر
,واذ,حرف,وَإِذْ,,
,قال,فعل,,,
مُوسَىٰ,,اسم,موسي,,
لِقَوْمِهِ,لقومه,,,قمه,جذر
,ان,حرف,إِنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
يَأْمُرُكُمْ,يامركم,,,ركم,جذر
,ان,حرف,أَنْ,,
تَذْبَحُوا,تذبحوا,,,تبو,جذر
,None,اسم,بَقَرَةً,,
قَالُوا,قالوا,,,قلو,جذر
أَتَتَّخِذُنَا,اتتخذنا,,,تخذ,جذر
,None,اسم,هُزُوًا,,
,قال,فعل,,,
أَعُوذُ,اعوذ,,,عوذ,جذر
بِاللَّهِ,بالله,,,بلل,جذر
,ان,حرف,أَنْ,,
أَكُونَ,اكون,,,كون,جذر
مِنَ,,اسم,من,,
الْجَاهِلِينَ,الجاهلين,اسم,الْجَاهِلِينَ,جلي,جذر
قَالُوا,قالوا,,,قلو,جذر
ادْعُ,ادع,,,,
,لنا,حرف_جر,لَنَا,,
,ربك,اسم,رَبَّكَ,,
يُبَيِّنْ,يبين,,,بين,جذر
,لنا,حرف_جر,لَنَا,,
مَا,,اسم,ما,,
هِيَ,,اسم,هي,,
,قال,فعل,,,
إِنَّهُ,انه,,,,
,يقول,فعل,,,
إِنَّهَا,انها,,,,
,None,اسم,بَقَرَةٌ,,
,لا,حرف,لَا,,
,None,اسم,فَارِضٌ,,
,ولا,حرف,وَلَا,,
,None,اسم,بِكْرٌ,,
,None,اسم,عَوَانٌ,,
بَيْنَ,,اسم,بين,بين,جذر
ذَٰلِكَ,,اسم,ذلك,,
فَافْعَلُوا,فافعلوا,,,علو,جذر
مَا,,اسم,ما,,
تُؤْمَرُونَ,تومرون,,,تمر,جذر
قَالُوا,قالوا,,,قلو,جذر
ادْعُ,ادع,,,,
,لنا,حرف_جر,لَنَا,,
,ربك,اسم,رَبَّكَ,,
يُبَيِّنْ,يبين,,,بين,جذر
,لنا,حرف_جر,لَنَا,,
