data,بدون_تشكيل,tag,المحذوف,pattern,word_type,pattern_score
,لا,حرف,لَا,,,0.0
عِلْمَ,علم,,,,,0.0
,لنا,حرف_جر,لَنَا,,,0.0
,الا,اسم,إِلَّا,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
عَلَّمْتَنَا,علمتنا,,,,,0.0
إِنَّكَ,انك,,,انفعل,فعل,1.0
أَنْتَ,,اسم,انت,انفعل,فعل,1.0
الْعَلِيمُ,,اسم,الْعَلِيمُ,تَفَعَّل,فعل,1.0
الْحَكِيمُ,,اسم,الْحَكِيمُ,,,0.0
,قال,فعل,,,,0.0
,يا,حرف,يَا,,,0.0
آدَمُ,,اسم,ادم,,,0.0
أَنْبِئْهُمْ,انبيهم,,,انفعل,فعل,1.0
بِأَسْمَائِهِمْ,باسمايهم,,,,,0.0
,فلما,حرف,فَلَمَّا,,,0.0
أَنْبَأَهُمْ,انباهم,,,انفعل,فعل,1.0
بِأَسْمَائِهِمْ,باسمايهم,,,,,0.0
,قال,فعل,,,,0.0
أَلَمْ,الم,,,,,0.0
أَقُلْ,اقل,,,فعل,فعل,1.0
,لكم,حرف_جر,لَكُمْ,,,0.0
إِنِّي,,اسم,اني,انفعل,فعل,1.0
أَعْلَمُ,اعلم,,,فعل,فعل,1.0
غَيْبَ,غيب,,,,,0.0
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,,,0.0
وَالْأَرْضِ,والارض,,,فعل,فعل,1.0
وَأَعْلَمُ,واعلم,,,فاعَل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
تُبْدُونَ,تبدون,,,مفعول,اسم,1.1
,وما,حرف,وَمَا,,,0.0
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
تَكْتُمُونَ,تكتمون,,,تَفَعَّل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
قُلْنَا,قلنا,,,,,0.0
لِلْمَلَائِكَةِ,للملايكه,,,تَفَعَّل,فعل,1.0
اسْجُدُوا,اسجدوا,,,انفعل,فعل,1.0
لِآدَمَ,لادم,,,,,0.0
فَسَجَدُوا,فسجدوا,,,فعل,فعل,1.0
,الا,حرف,إِلَّا,,,0.0
إِبْلِيسَ,,اسم,ابليس,فعل,فعل,1.0
أَبَىٰ,ابي,,,أفعال,اسم,1.0
وَاسْتَكْبَرَ,واستكبر,,,فاعَل,فعل,1.0
وَكَانَ,وكان,,,تَفاعَل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْكَافِرِينَ,الكافرين,اسم,الْكَافِرِينَ,,,0.0
وَقُلْنَا,وقلنا,,,فعل,فعل,1.0
,يا,حرف,يَا,,,0.0
آدَمُ,,اسم,ادم,,,0.0
,اسكن,فعل,اسْكُنْ,,,0.0
أَنْتَ,,اسم,انت,انفعل,فعل,1.0
وَزَوْجُكَ,وزوجك,,,فعول,اسم,1.1
الْجَنَّةَ,الجنه,اسم,الْجَنَّةَ,,,0.0
وَكُلَا,وكلا,,,فعل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
,None,اسم,رَغَدًا,,,0.0
حَيْثُ,,اسم,حيث,,,0.0
شِئْتُمَا,شيتما,,,افتعال,اسم,0.6666666666666666
,ولا,حرف,وَلَا,,,0.0
تَقْرَبَا,تقربا,,,تَفَعَّل,فعل,1.0
هَٰذِهِ,,اسم,هذه,,,0.0
الشَّجَرَةَ,الشجره,اسم,الشَّجَرَةَ,,,0.0
فَتَكُونَا,فتكونا,,,فعل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,افتعل,فعل,1.0
فَأَزَلَّهُمَا,فازلهما,,,فعيل,اسم,1.0
الشَّيْطَانُ,الشيطان,اسم,الشَّيْطَانُ,استفعال,اسم,0.6666666666666666
,عنها,حرف_جر,عَنْهَا,,,0.0
,فاخرجهما,اسم,فَأَخْرَجَهُمَا,,,0.0
,مما,حرف_جر,مِمَّا,,,0.0
,كانا,اسم,كَانَا,,,0.0
,فيه,حرف_جر,فِيهِ,,,0.0
,وقلنا,اسم,وَقُلْنَا,,,0.0
اهْبِطُوا,اهبطوا,,,انفعل,فعل,1.0
بَعْضُكُمْ,بعضكم,,,فعل,فعل,1.0
,None,اسم,لِبَعْضٍ,,,0.0
,None,اسم,عَدُوٌّ,,,0.0
,ولكم,حرف_جر,وَلَكُمْ,,,0.0
,في,اسم,فِي,,,0.0
الْأَرْضِ,الارض,اسم,الْأَرْضِ,,,0.0
,None,اسم,مُسْتَقَرٌّ,,,0.0
,None,اسم,وَمَتَاعٌ,,,0.0
إِلَىٰ,الي,,,,,0.0
,None,اسم,حِينٍ,,,0.0
فَتَلَقَّىٰ,فتلقي,,,فعل,فعل,1.0
آدَمُ,,اسم,ادم,,,0.0
,,فعل,مِنْ,,,0.0
رَبِّهِ,ربه,,,,,0.0
,None,اسم,كَلِمَاتٍ,,,0.0
فَتَابَ,فتاب,,,فعل,فعل,1.0
,عليه,حرف_جر,عَلَيْهِ,,,0.0
,انه,اسم,إِنَّهُ,,,0.0
هُوَ,,اسم,هو,,,0.0
التَّوَّابُ,,اسم,التَّوَّابُ,افتعال,اسم,0.75
الرَّحِيمُ,,اسم,الرَّحِيمُ,صفة_الله,اسم,1.0
قُلْنَا,قلنا,,,,,0.0
اهْبِطُوا,اهبطوا,,,انفعل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
,None,اسم,جَمِيعًا,,,0.0
فَإِمَّا,فاما,,,فعل,فعل,1.0
يَأْتِيَنَّكُمْ,ياتينكم,,,افتعل,فعل,1.0
,مني,حرف_جر,مِنِّي,,,0.0
,هدي,اسم,هُدًى,,,0.0
,فمن,حرف_جر,فَمَنْ,,,0.0
,تبع,اسم,تَبِعَ,,,0.0
هُدَايَ,هداي,,,تَفاعَل,فعل,1.0
,فلا,حرف,فَلَا,,,0.0
,None,اسم,خَوْفٌ,,,0.0
,عليهم,حرف_جر,عَلَيْهِمْ,,,0.0
,ولا,اسم,وَلَا,,,0.0
هُمْ,,اسم,هم,,,0.0
يَحْزَنُونَ,يحزنون,,,يفعل,فعل,1.0
وَالَّذِينَ,,اسم,والذين,فعل,فعل,1.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
وَكَذَّبُوا,وكذبوا,,,,,0.0
بِآيَاتِنَا,باياتنا,,,فعيل,اسم,1.0
أُولَٰئِكَ,,اسم,اوليك,فعل,فعل,1.0
أَصْحَابُ,اصحاب,,,فعلان,اسم,1.0
النَّارِ,النار,اسم,النَّارِ,,,0.0
هُمْ,,اسم,هم,,,0.0
,فيها,حرف_جر,فِيهَا,,,0.0
,خالدون,اسم,خَالِدُونَ,,,0.0
,يا,حرف,يَا,,,0.0
بَنِي,بني,,,انفعل,فعل,1.0
إِسْرَائِيلَ,,اسم,اسراييل,,,0.0
اذْكُرُوا,اذكروا,,,انفعل,فعل,1.0
نِعْمَتِيَ,نعمتي,,,فعل,فعل,1.0
الَّتِي,,اسم,الَّتِي,افتعل,فعل,0.6666666666666666
أَنْعَمْتُ,انعمت,,,فاعَل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,واوفوا,اسم,وَأَوْفُوا,,,0.0
بِعَهْدِي,بعهدي,,,فعل,فعل,1.0
أُوفِ,اوف,,,انفعل,فعل,1.0
بِعَهْدِكُمْ,بعهدكم,,,فعل,فعل,1.0
وَإِيَّايَ,واياي,,,فعيل,اسم,1.0
فَارْهَبُونِ,فارهبون,,,فعل,فعل,1.0
وَآمِنُوا,وامنوا,,,,,0.0
,بما,حرف_جر,بِمَا,,,0.0
,انزلت,اسم,أَنْزَلْتُ,,,0.0
,None,اسم,مُصَدِّقًا,,,0.0
لِمَا,لما,,,,,0.0
مَعَكُمْ,معكم,,,فعل,فعل,1.0
,ولا,حرف,وَلَا,,,0.0
تَكُونُوا,تكونوا,,,فعول,اسم,1.1
أَوَّلَ,اول,,,فعل,فعل,1.0
,None,اسم,كَافِرٍ,,,0.0
,به,حرف_جر,بِهِ,,,0.0
,ولا,اسم,وَلَا,,,0.0
تَشْتَرُوا,تشتروا,,,تَفَعَّل,فعل,1.0
بِآيَاتِي,باياتي,,,فعيل,اسم,1.0
,None,اسم,ثَمَنًا,,,0.0
,None,اسم,قَلِيلًا,,,0.0
وَإِيَّايَ,واياي,,,فعيل,اسم,1.0
فَاتَّقُونِ,فاتقون,,,فعل,فعل,1.0
,ولا,حرف,وَلَا,,,0.0
تَلْبِسُوا,تلبسوا,,,,,0.0
الْحَقَّ,,اسم,الْحَقَّ,,,0.0
بِالْبَاطِلِ,بالباطل,,,فعل,فعل,1.0
وَتَكْتُمُوا,وتكتموا,,,,,0.0
الْحَقَّ,,اسم,الْحَقَّ,,,0.0
,وانتم,حرف,وَأَنْتُمْ,,,0.0
تَعْلَمُونَ,تعلمون,,,فعل,فعل,1.0
وَأَقِيمُوا,واقيموا,,,تفعيل,فعل,1.0
الصَّلَاةَ,,اسم,الصَّلَاةَ,تَفَعَّل,فعل,1.0
وَآتُوا,واتوا,,,مفعول,اسم,1.1
الزَّكَاةَ,,اسم,الزَّكَاةَ,افتعال,اسم,0.6666666666666666
وَارْكَعُوا,واركعوا,,,,,0.0
مَعَ,مع,,,فعل,فعل,1.0
الرَّاكِعِينَ,الراكعين,اسم,الرَّاكِعِينَ,,,0.0
أَتَأْمُرُونَ,اتامرون,,,أفعال,اسم,1.0
النَّاسَ,الناس,اسم,النَّاسَ,,,0.0
بِالْبِرِّ,بالبر,,,فعل,فعل,1.0
وَتَنْسَوْنَ,وتنسون,,,,,0.0
أَنْفُسَكُمْ,انفسكم,,,انفعل,فعل,1.0
,وانتم,حرف,وَأَنْتُمْ,,,0.0
تَتْلُونَ,تتلون,,,فعل,فعل,1.0
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,,,0.0
أَفَلَا,افلا,,,أفعال,اسم,0.75
تَعْقِلُونَ,تعقلون,,,فعيل,اسم,1.0
وَاسْتَعِينُوا,واستعينوا,,,,,0.0
بِالصَّبْرِ,بالصبر,,,فعل,فعل,1.0
وَالصَّلَاةِ,والصلاه,,,فعل,فعل,1.0
,وانها,حرف,وَإِنَّهَا,,,0.0
,None,اسم,لَكَبِيرَةٌ,,,0.0
,الا,حرف,إِلَّا,,,0.0
,علي,حرف_جر,عَلَى,,,0.0
,الخاشعين,اسم,الْخَاشِعِينَ,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
يَظُنُّونَ,يظنون,,,مفعول,اسم,1.1
أَنَّهُمْ,انهم,,,انفعل,فعل,1.0
مُلَاقُو,ملاقو,,,مفاعل,اسم,0.7666666666666666
رَبِّهِمْ,ربهم,,,,,0.0
وَأَنَّهُمْ,وانهم,,,,,0.0
,اليه,حرف_جر,إِلَيْهِ,,,0.0
,راجعون,اسم,رَاجِعُونَ,,,0.0
,يا,حرف,يَا,,,0.0
بَنِي,بني,,,انفعل,فعل,1.0
إِسْرَائِيلَ,,اسم,اسراييل,,,0.0
اذْكُرُوا,اذكروا,,,انفعل,فعل,1.0
نِعْمَتِيَ,نعمتي,,,فعل,فعل,1.0
الَّتِي,,اسم,الَّتِي,افتعل,فعل,0.6666666666666666
أَنْعَمْتُ,انعمت,,,فاعَل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,واني,اسم,وَأَنِّي,,,0.0
فَضَّلْتُكُمْ,فضلتكم,,,فعل,فعل,1.0
,علي,حرف_جر,عَلَى,,,0.0
,العالمين,اسم,الْعَالَمِينَ,,,0.0
وَاتَّقُوا,واتقوا,,,فاعَل,فعل,1.0
,None,اسم,يَوْمًا,,,0.0
,لا,حرف,لَا,,,0.0
تَجْزِي,تجزي,,,تَفَعَّل,فعل,1.0
,None,اسم,نَفْسٌ,,,0.0
,عن,حرف_جر,عَنْ,,,0.0
,None,اسم,نَفْسٍ,,,0.0
,None,اسم,شَيْئًا,,,0.0
,ولا,حرف,وَلَا,,,0.0
يُقْبَلُ,يقبل,,,فاعَل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
,None,اسم,شَفَاعَةٌ,,,0.0
,ولا,حرف,وَلَا,,,0.0
يُؤْخَذُ,يوخذ,,,يفعل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
,None,اسم,عَدْلٌ,,,0.0
,ولا,حرف,وَلَا,,,0.0
هُمْ,,اسم,هم,,,0.0
يُنْصَرُونَ,ينصرون,,,انفعل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
نَجَّيْنَاكُمْ,نجيناكم,,,نفعل,فعل,1.0
,,فعل,مِنْ,,,0.0
آلِ,ال,,,,,0.0
فِرْعَوْنَ,,اسم,فرعون,فاعَل,فعل,1.0
يَسُومُونَكُمْ,يسومونكم,,,فعول,اسم,1.1
سُوءَ,سوء,,,,,0.0
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,افعلّ,فعل,0.6666666666666666
يُذَبِّحُونَ,يذبحون,,,يفعل,فعل,1.0
أَبْنَاءَكُمْ,ابناءكم,,,أفعال,اسم,1.0
وَيَسْتَحْيُونَ,ويستحيون,,,,,0.0
نِسَاءَكُمْ,نساءكم,,,تَفاعَل,فعل,1.0
,وفي,حرف_جر,وَفِي,,,0.0
ذَٰلِكُمْ,,اسم,ذلكم,فعل,فعل,1.0
,None,اسم,بَلَاءٌ,,,0.0
,,فعل,مِنْ,,,0.0
رَبِّكُمْ,ربكم,,,,,0.0
,None,اسم,عَظِيمٌ,,,0.0
,واذ,حرف,وَإِذْ,,,0.0
فَرَقْنَا,فرقنا,,,فعل,فعل,1.0
بِكُمُ,بكم,,,,,0.0
الْبَحْرَ,البحر,اسم,الْبَحْرَ,,,0.0
فَأَنْجَيْنَاكُمْ,فانجيناكم,,,فعل,فعل,1.0
وَأَغْرَقْنَا,واغرقنا,,,,,0.0
,ال,فعل,,,,0.0
فِرْعَوْنَ,,اسم,فرعون,فاعَل,فعل,1.0
,وانتم,حرف,وَأَنْتُمْ,,,0.0
تَنْظُرُونَ,تنظرون,,,تَفَعَّل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
وَاعَدْنَا,واعدنا,,,فاعَل,فعل,1.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
أَرْبَعِينَ,,اسم,اربعين,تَفاعَل,فعل,1.0
,None,اسم,لَيْلَةً,,,0.0
ثُمَّ,,اسم,ثم,,,0.0
اتَّخَذْتُمُ,اتخذتم,,,انفعل,فعل,1.0
الْعِجْلَ,العجل,اسم,الْعِجْلَ,مفعول,اسم,1.0
,,فعل,مِنْ,,,0.0
بَعْدِهِ,بعده,,,فعل,فعل,1.0
,وانتم,حرف,وَأَنْتُمْ,,,0.0
ظَالِمُونَ,ظالمون,,,فعل,فعل,1.0
ثُمَّ,,اسم,ثم,,,0.0
عَفَوْنَا,عفونا,,,,,0.0
,عنكم,حرف_جر,عَنْكُمْ,,,0.0
,,فعل,مِنْ,,,0.0
بَعْدِ,بعد,,,فعل,فعل,1.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
لَعَلَّكُمْ,لعلكم,,,فعل,فعل,1.0
تَشْكُرُونَ,تشكرون,,,تَفَعَّل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
آتَيْنَا,اتينا,,,فعيل,اسم,1.0
مُوسَى,,اسم,موسي,مفعل,اسم,1.1
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,,,0.0
وَالْفُرْقَانَ,والفرقان,,,,,0.0
لَعَلَّكُمْ,لعلكم,,,فعل,فعل,1.0
تَهْتَدُونَ,تهتدون,,,تَفَعَّل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
,قال,فعل,,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
لِقَوْمِهِ,لقومه,,,فعول,اسم,0.6
,يا,حرف,يَا,,,0.0
قَوْمِ,,اسم,قوم,,,0.0
إِنَّكُمْ,انكم,,,انفعل,فعل,1.0
ظَلَمْتُمْ,ظلمتم,,,,,0.0
أَنْفُسَكُمْ,انفسكم,,,انفعل,فعل,1.0
بِاتِّخَاذِكُمُ,باتخاذكم,,,فاعَل,فعل,1.0
الْعِجْلَ,العجل,اسم,الْعِجْلَ,مفعول,اسم,1.0
فَتُوبُوا,فتوبوا,,,فعول,اسم,1.1
إِلَىٰ,الي,,,,,0.0
بَارِئِكُمْ,باريكم,,,فاعَل,فعل,1.0
فَاقْتُلُوا,فاقتلوا,,,فاعَل,فعل,0.6666666666666666
أَنْفُسَكُمْ,انفسكم,,,انفعل,فعل,1.0
ذَٰلِكُمْ,,اسم,ذلكم,فعل,فعل,1.0
,None,اسم,خَيْرٌ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
عِنْدَ,,اسم,عند,,,0.0
بَارِئِكُمْ,باريكم,,,فاعَل,فعل,1.0
فَتَابَ,فتاب,,,فعل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,انه,اسم,إِنَّهُ,,,0.0
هُوَ,,اسم,هو,,,0.0
التَّوَّابُ,,اسم,التَّوَّابُ,افتعال,اسم,0.75
الرَّحِيمُ,,اسم,الرَّحِيمُ,صفة_الله,اسم,1.0
,واذ,حرف,وَإِذْ,,,0.0
قُلْتُمْ,قلتم,,,,,0.0
,يا,حرف,يَا,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
,لن,حرف,لَنْ,,,0.0
نُؤْمِنَ,نومن,,,نفعل,فعل,1.0
,لك,حرف_جر,لَكَ,,,0.0
,حتي,اسم,حَتَّىٰ,,,0.0
نَرَى,نري,,,نفعل,فعل,1.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,None,اسم,جَهْرَةً,,,0.0
فَأَخَذَتْكُمُ,فاخذتكم,,,فعل,فعل,1.0
الصَّاعِقَةُ,الصاعقه,اسم,الصَّاعِقَةُ,استفعل,فعل,0.6666666666666666
,وانتم,حرف,وَأَنْتُمْ,,,0.0
تَنْظُرُونَ,تنظرون,,,تَفَعَّل,فعل,1.0
ثُمَّ,,اسم,ثم,,,0.0
بَعَثْنَاكُمْ,بعثناكم,,,فعل,فعل,1.0
,,فعل,مِنْ,,,0.0
بَعْدِ,بعد,,,فعل,فعل,1.0
مَوْتِكُمْ,موتكم,,,مفعل,اسم,1.1
لَعَلَّكُمْ,لعلكم,,,فعل,فعل,1.0
تَشْكُرُونَ,تشكرون,,,تَفَعَّل,فعل,1.0
وَظَلَّلْنَا,وظللنا,,,فعل,فعل,1.0
عَلَيْكُمُ,عليكم,,,,,0.0
الْغَمَامَ,الغمام,اسم,الْغَمَامَ,افتعال,اسم,0.6666666666666666
وَأَنْزَلْنَا,وانزلنا,,,تفعيل,فعل,1.0
عَلَيْكُمُ,عليكم,,,,,0.0
الْمَنَّ,المن,اسم,الْمَنَّ,,,0.0
وَالسَّلْوَىٰ,والسلوي,,,فعل,فعل,1.0
كُلُوا,كلوا,,,فعول,اسم,0.6
,,فعل,مِنْ,,,0.0
طَيِّبَاتِ,طيبات,,,فعلان,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
رَزَقْنَاكُمْ,رزقناكم,,,,,0.0
,وما,حرف,وَمَا,,,0.0
ظَلَمُونَا,ظلمونا,,,,,0.0
,ولكن,حرف,وَلَٰكِنْ,,,0.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
أَنْفُسَهُمْ,انفسهم,,,انفعل,فعل,1.0
يَظْلِمُونَ,يظلمون,,,فعل,فعل,1.0
,واذ,حرف,وَإِذْ,,,0.0
قُلْنَا,قلنا,,,,,0.0
ادْخُلُوا,ادخلوا,,,تَفَعَّل,فعل,1.0
هَٰذِهِ,,اسم,هذه,,,0.0
الْقَرْيَةَ,القريه,اسم,الْقَرْيَةَ,,,0.0
فَكُلُوا,فكلوا,,,فعل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
حَيْثُ,,اسم,حيث,,,0.0
شِئْتُمْ,شيتم,,,افتعل,فعل,1.0
,None,اسم,رَغَدًا,,,0.0
وَادْخُلُوا,وادخلوا,,,تفعيل,فعل,1.0
الْبَابَ,الباب,اسم,الْبَابَ,,,0.0
,None,اسم,سُجَّدًا,,,0.0
وَقُولُوا,وقولوا,,,فعول,اسم,1.1
,None,اسم,حِطَّةٌ,,,0.0
نَغْفِرْ,نغفر,,,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,خطاياكم,اسم,خَطَايَاكُمْ,,,0.0
وَسَنَزِيدُ,وسنزيد,,,استفعل,فعل,1.0
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ,,,0.0
فَبَدَّلَ,فبدل,,,فاعَل,فعل,1.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
ظَلَمُوا,ظلموا,,,,,0.0
,None,اسم,قَوْلًا,,,0.0
,غير,حرف,غَيْرَ,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
قِيلَ,قيل,,,فعل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,فانزلنا,اسم,فَأَنْزَلْنَا,,,0.0
,علي,حرف_جر,عَلَى,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
ظَلَمُوا,ظلموا,,,,,0.0
,None,اسم,رِجْزًا,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
السَّمَاءِ,السماء,اسم,السَّمَاءِ,افتعال,اسم,0.6666666666666666
,بما,حرف_جر,بِمَا,,,0.0
,كانوا,اسم,كَانُوا,,,0.0
يَفْسُقُونَ,يفسقون,,,تَفَعَّل,فعل,1.0
وَإِذِ,واذ,,,,,0.0
اسْتَسْقَىٰ,استسقي,,,انفعل,فعل,1.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
لِقَوْمِهِ,لقومه,,,فعول,اسم,0.6
فَقُلْنَا,فقلنا,,,فعل,فعل,1.0
,اضرب,فعل,اضْرِبْ,,,0.0
بِعَصَاكَ,بعصاك,,,فعل,فعل,1.0
الْحَجَرَ,,اسم,الْحَجَرَ,,,0.0
فَانْفَجَرَتْ,فانفجرت,,,فعل,فعل,1.0
,منه,حرف_جر,مِنْهُ,,,0.0
,اثنتا,اسم,اثْنَتَا,,,0.0
عَشْرَةَ,,اسم,عشره,,,0.0
,None,اسم,عَيْنًا,,,0.0
,قد,حرف,قَدْ,,,0.0
,علم,فعل,,,,0.0
كُلُّ,كل,,,,,0.0
,None,اسم,أُنَاسٍ,,,0.0
مَشْرَبَهُمْ,مشربهم,,,مفعل,اسم,1.1
كُلُوا,كلوا,,,فعول,اسم,0.6
وَاشْرَبُوا,واشربوا,,,فاعَل,فعل,1.0
,,فعل,مِنْ,,,0.0
رِزْقِ,رزق,,,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,ولا,حرف,وَلَا,,,0.0
تَعْثَوْا,تعثوا,,,فعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,الارض,اسم,الْأَرْضِ,,,0.0
مُفْسِدِينَ,مفسدين,,,مفعل,اسم,1.1
,واذ,حرف,وَإِذْ,,,0.0
قُلْتُمْ,قلتم,,,,,0.0
,يا,حرف,يَا,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
,لن,حرف,لَنْ,,,0.0
نَصْبِرَ,نصبر,,,نفعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,طَعَامٍ,,,0.0
,None,اسم,وَاحِدٍ,,,0.0
فَادْعُ,فادع,,,فاعَل,فعل,0.6666666666666666
,لنا,حرف_جر,لَنَا,,,0.0
,ربك,اسم,رَبَّكَ,,,0.0
يُخْرِجْ,يخرج,,,يفعل,فعل,1.0
,لنا,حرف_جر,لَنَا,,,0.0
,مما,اسم,مِمَّا,,,0.0
تُنْبِتُ,تنبت,,,تَفَعَّل,فعل,1.0
الْأَرْضُ,الارض,اسم,الْأَرْضُ,,,0.0
,,فعل,مِنْ,,,0.0
بَقْلِهَا,بقلها,,,فعل,فعل,1.0
وَقِثَّائِهَا,وقثايها,,,فعلان,اسم,1.0
وَفُومِهَا,وفومها,,,تَفَعَّل,فعل,1.0
وَعَدَسِهَا,وعدسها,,,فعل,فعل,1.0
وَبَصَلِهَا,وبصلها,,,تَفَعَّل,فعل,1.0
,قال,فعل,,,,0.0
أَتَسْتَبْدِلُونَ,اتستبدلون,,,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
هُوَ,,اسم,هو,,,0.0
أَدْنَىٰ,ادني,,,فعلى,اسم,1.0
بِالَّذِي,,اسم,بالذي,فعل,فعل,1.0
هُوَ,,اسم,هو,,,0.0
,None,اسم,خَيْرٌ,,,0.0
اهْبِطُوا,اهبطوا,,,انفعل,فعل,1.0
,None,اسم,مِصْرًا,,,0.0
,فان,حرف,فَإِنَّ,,,0.0
,لكم,حرف_جر,لَكُمْ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
سَأَلْتُمْ,سالتم,,,فعل,فعل,1.0
وَضُرِبَتْ,وضربت,,,,,0.0
عَلَيْهِمُ,عليهم,,,,,0.0
الذِّلَّةُ,الذله,اسم,الذِّلَّةُ,تَفَعَّل,فعل,1.0
وَالْمَسْكَنَةُ,والمسكنه,,,فعل,فعل,1.0
